C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
69272,Customer#000069272,8Ipnd0DnvXwd7QhNKDTiWmq,4,14-737-454-6627,4180.78,BUILDING,"above the enticing deposits. final accounts boost furiously unusual, special theodolites. express "
69284,Customer#000069284,W5QcvG5AayIuM,16,26-371-531-1939,9952,HOUSEHOLD,unts nag fluffily regular depos
69400,Customer#000069400,"ide,I1d1HQtH0LVVDp6mp14SF t6",9,19-651-307-3952,2596.19,AUTOMOBILE,ing deposits thrash slyly final requests. c
69577,Customer#000069577,U4iVZwi2xWk8,3,13-936-582-9114,7444.7,BUILDING,st slyly ruthless packages. bold instructions around the final sentiments run even decoys. daringly silent packa
69608,Customer#000069608,yP0HNrMyb4,20,30-735-232-8528,2178.37,HOUSEHOLD,r accounts after the regular deposits sleep carefully around the quickly bold dugouts. furiously pending requests 
69728,Customer#000069728,WqZyCv6dRhdowFMxwOshCquqz8YsEYLSQNgqY1x,8,18-144-942-6987,4723.22,HOUSEHOLD, ironic platelets. quickly pending deposits cajole blithely? 
69758,Customer#000069758,yryH7eaF51aut2QCYp9p4Y01QCb,20,30-201-770-9209,9690.67,FURNITURE,al theodolites. carefully ironic ideas wake furiously instructions. doggedly special asymptotes cajole blithely acc
69781,Customer#000069781,xApo4O29CzR XSW9,10,20-157-831-1157,1994.28,BUILDING,"gular, quiet pinto beans. final deposits wake across the stealthy, regular accounts. "
69803,Customer#000069803,PdXpMLPekjAdY0BgVSa5L3uwFa6FQPdlR1SeOS,22,32-816-581-8272,5377.47,MACHINERY,ly. blithely even foxes wake across the furiously regular packages. thin accou
69835,Customer#000069835,V0Sgym2evULe7vQo6LzYD3qHS2EGJJ,8,18-847-360-4508,2262.35,MACHINERY, even foxes impress! furiously regular accounts cajole carefully according to the caref
69868,Customer#000069868,QW7UzExKiJnJDZWue TYEwhM,4,14-581-447-2609,8894.61,AUTOMOBILE, blithely bold packages. furiously regular deposits across the unusual
69980,Customer#000069980,omUm4hZwJoOhZkvLxLJXgVH9rSLMLgjni,5,15-640-775-4351,812.71,HOUSEHOLD,y express deposits cajole. silent instructions integrate slyly after t
70154,Customer#000070154,DVFHlj46V56,7,17-557-456-6857,-772.97,MACHINERY," the slyly even dolphins: silent, even instructions wake slyly furiously silent courts. r"
70186,Customer#000070186,q343lK8ptnbo,2,12-529-612-4252,938.24,HOUSEHOLD,xes. pinto beans haggle carefully abou
70246,Customer#000070246,"yHJyuNcIkN7,PErI",13,23-627-724-2437,3357.85,MACHINERY,re furiously after the theodolites.
70459,Customer#000070459,",9fYrtQ5nJcGlYMdXY6",3,13-586-396-5861,8455.94,BUILDING,ages about the ironic ideas wake blithely slyly express ins
70475,Customer#000070475,"a2c1jPO8,sSkty8K5f3h",20,30-811-101-2953,5630.9,MACHINERY, the fluffily express requests. carefully fluffy requests sleep blithely after the regular foxes; furio
70558,Customer#000070558,CXt9mVfmng,22,32-594-157-9035,9727.41,HOUSEHOLD,"he unusual, express accounts. thinl"
70570,Customer#000070570,CHAH4OTxvp5a9XBEOP8X,12,22-645-604-3126,6846.12,AUTOMOBILE,"inal requests wake slyly ironic, express theodolites. quickly regular packages according to the regular, pending in"
70574,Customer#000070574,JgXYsSk7seRhQ7UwFuTSzADXgOEq6z,23,33-501-362-1637,8882.62,MACHINERY,ealthy packages sleep slyly above the enticingly pending acc
70661,Customer#000070661,0HL8VG LEibWHik2HAjWBSdelq41,18,28-235-720-4905,616.72,MACHINERY,egular dependencies. ideas acro
70825,Customer#000070825,vUXCpSEoEa4Ym9V8mWFKoIJ6N8tdk5vCp,4,14-349-444-3807,4570.74,AUTOMOBILE," deposits. even, bold deposits alongside of the furiously final req"
70886,Customer#000070886,gTORxWOSM0Y5wSDrzTc7Dfqn,3,13-892-591-6132,1735.5,BUILDING,ress ideas. blithely final accounts must have to cajole after the carefully dogged packages. furiously u
70888,Customer#000070888,wtsQ1ZZ45VmXMvbp6qP6Wp2NHyI l8y9Krp,24,34-801-578-6737,9414.72,FURNITURE,ccounts. ironic requests are about the furiously regular theodolites? even requests 
70963,Customer#000070963,l5sJtc4TgeZ1gOMFzPR9,2,12-464-550-7626,5797.12,HOUSEHOLD,aggle slyly furiously ironic packages. blithely pendin
71039,Customer#000071039,"mx2rwlk,NsibLhiS2v2P,",1,11-410-210-1033,6105.91,HOUSEHOLD,osits cajole blithely across the blithely regular requests. slyly unusual req
71063,Customer#000071063,N6bot9FucS8ca7JTwO4ql4YOzGETEwBn4,22,32-855-411-4646,3703.88,AUTOMOBILE,layers affix above the ironic mul
71110,Customer#000071110,KBdDy51PcJyz6LBW1s9yJK,8,18-754-308-5204,7231.58,BUILDING,"gle; regular, blithe deposits haggle across the"
71134,Customer#000071134,QrIUhKsAaaU8pLxHNHpG mN1F n0eWQxE2,8,18-653-277-3457,398.12,AUTOMOBILE, ideas. furiously pending packages dazzle blithely. special platelets nod f
71198,Customer#000071198,TjkAZWgITU7BPRq4H2JNdO04pK73JH6wzQLgAZ,7,17-602-774-4476,9766.38,AUTOMOBILE,s among the carefully ironic theodolites haggle carefull
71239,Customer#000071239,LyAKw8G7HLu,8,18-977-468-1046,2885.37,FURNITURE,y regular instructions above the quickly regular instr
71278,Customer#000071278,F2D6is5gY9,4,14-123-604-6138,9963.17,MACHINERY,"foxes will cajole special, unusual accounts. pend"
71512,Customer#000071512,"WubwWKeAC, k",22,32-875-257-6193,1639.65,HOUSEHOLD,ilent accounts haggle furiously furiously express accounts. furiously regular theodolites according to the fu
71947,Customer#000071947,kxDx Qi3oX h39gLyS,4,14-167-903-4474,9866.22,BUILDING,ffix furiously. carefully pending realms believe about the blithel
71965,Customer#000071965,QAQRlyCtOOITSBf9eauEhK6eKXRA,23,33-270-346-7346,2814.06,HOUSEHOLD,tructions integrate furiously iro
71992,Customer#000071992,"u5jjZw2,TYTpCN,qYU95PVDjH",22,32-929-290-2132,5424.86,BUILDING, quiet grouches integrate blithely final 
68023,Customer#000068023,CnAvnGKpeC5fOaSDkVkQvZYv6W8ycQ,7,17-106-967-5832,7682.23,HOUSEHOLD,ronic platelets. quickly ironic theodolites throughout the regula
68072,Customer#000068072,xKXKSUJvTgMmfl 7AyO5A,21,31-176-804-8186,4047.13,MACHINERY,final pinto beans. bold packages wake slyly across the slyly slow deposits: express fo
68104,Customer#000068104,CF3NdL0EwkK,13,23-674-353-2981,1406.31,FURNITURE,"ely final dependencies nod bold, even packages. furiously ev"
68162,Customer#000068162,GPU4I5uPHyXR,13,23-672-923-4822,9337.05,BUILDING,lyly final foxes. special deposits nod carefully
68272,Customer#000068272,GoChS0KYYNhe1vJsJ8Vjk,7,17-698-531-3770,704.77,BUILDING,nal accounts boost quickly blithely regular pinto
68275,Customer#000068275,bouptJEsTca6eHWhzNEppO7qIO06,20,30-453-108-3382,4885.93,BUILDING,yly. requests sleep stealthily. fluffily bold dolphins 
68290,Customer#000068290,"MtD BpStZts0Xk,pPkqjtN6hBUD",22,32-626-851-5195,9756.29,BUILDING, tithes according to the dolphins haggle carefully even excuses. sometimes special deposits wake carefully above
68350,Customer#000068350,wokqeuiFuxn2lOVnrupYoH,1,11-714-448-3090,8629.43,BUILDING,yly ironic accounts sleep. furiously close attainments use f
68539,Customer#000068539,J2RvBJ93EPsPFV7IJH20eDqL4HSOw6Td,1,11-970-142-3396,4395.86,HOUSEHOLD,ach blithely. furiously express requests 
68545,Customer#000068545,"0,Y8TT8GdWkwCW3Y",9,19-580-532-8076,-406.23,AUTOMOBILE,arefully unusual frays affix pending
68677,Customer#000068677,lPncPAuJ2tQZuWRHY4,0,10-512-285-3708,4848.77,HOUSEHOLD, pinto beans nag furiously foxes! final instructions among th
68821,Customer#000068821,"eBuEoOl5yP HuDypy5lP0T7xd8t,qQcaUd3klutQ",19,29-168-103-7436,4239.84,FURNITURE,ously bold instructions use blithely against the sentiments. deposits cajole. instructions along the bl
68848,Customer#000068848,XA40xGH3RpDZ453pYnuF54VAeHn3O,24,34-512-535-3639,7709.87,AUTOMOBILE,ermanent ideas haggle alongside of the regular requests. quickly ironic theodolites sleep? carefully final acco
68884,Customer#000068884,ladre6GhtaP6acewr1Nqa rl6v4,9,19-524-107-6119,5148.84,BUILDING,ely final instructions around the carefully even foxes integrate quickly silently ironic r
69004,Customer#000069004,Bu2WioIH7ejjZI77KW3V6b,24,34-428-931-8528,7804.33,HOUSEHOLD,packages unwind furiously final multipliers
69019,Customer#000069019," TgdKcgOc4D4uCYwvga8EmXLY6xrU,tJf",24,34-861-473-2742,472.8,MACHINERY,asymptotes cajole fluffily express ideas. sometimes regular foxes boost. slyly pending deposits wake
69037,Customer#000069037,aJavOrFuTY,18,28-138-603-6801,3669.05,FURNITURE,he furiously ironic courts. furiously pending packages use at the slyly i
69055,Customer#000069055,"2x0SQ8XvD0AjyrbpF,dHFy",1,11-161-801-3939,2379.41,HOUSEHOLD,kly busy theodolites sleep deposits. slyly even accounts wake against the blithely silent reque
69079,Customer#000069079,Q15Cf2yxpv2QHPC,16,26-529-395-1335,8198.58,MACHINERY,ideas are furiously. carefully express instructions integrate blithely regular requests. furiously even asymp
69103,Customer#000069103,x5n6biIAoONPjmZ,2,12-502-718-2881,2617.7,HOUSEHOLD,"ests nag furiously foxes. ironic, regular foxes wak"
69166,Customer#000069166,zsUiQ4iQGQi3qQ9RXhcD4o0ZLCzJk,6,16-657-757-2417,6665.61,MACHINERY," across the furiously final foxes. enticing, regular pinto beans are fluffily even deposits. ruthlessly express "
69217,Customer#000069217,"7iXUVxuQ56kQuuByv,NeuMI,Lwup",3,13-870-166-5795,19.15,BUILDING,lites. special accounts use blithely after the blithely special packages. flu
69223,Customer#000069223,jpyjhvEtIxtaR4Fpl,6,16-779-136-5904,3692.38,MACHINERY,inal pinto beans integrate furiousl
69229,Customer#000069229,"jnPQAC5fao2O80D,wg6XpT5rfA9qA",16,26-439-528-9257,9195.77,FURNITURE,accounts are. carefully special theodolites across the foxes haggle slyly since the express theodolites.
69424,Customer#000069424,7voAskre1t8mzOH,23,33-754-835-8038,1090.56,AUTOMOBILE,about the silent deposits. enticingly regular
69467,Customer#000069467,9zoi lkMHn84gbJ1EDCcU,13,23-517-720-3718,4774.89,MACHINERY,"ld, bold platelets will have to cajole carefully. regular, regular foxes haggle slyly blithely regular pinto beans."
69476,Customer#000069476,vp95INM0CyT1eYN4WbKFQG2 dx00YOq17,24,34-155-320-3655,6518.93,BUILDING,"inally. regular, express deposits promise blithely ironic packages."
69575,Customer#000069575," BajBV,h5ORY U",13,23-839-595-5952,4666.07,AUTOMOBILE,s. instructions detect slyly silent foxes. quickly special dinos are slyly foxes. slyly bold Tiresias alongsi
69586,Customer#000069586,"R5FauwyzO0S,RUyy5Up8",7,17-682-473-1712,9232.21,BUILDING,quests sleep. even packages wake carefully
69622,Customer#000069622,"4Youy A8Gqn4,rQ",22,32-863-945-5378,6270.78,HOUSEHOLD,s the platelets. slyly ironic re
69634,Customer#000069634,ZG1hX8v1irz,10,20-862-153-2616,522.83,FURNITURE,posits wake slyly. carefully unusual instructions cajole quickly against t
69649,Customer#000069649,dwHWkAtWz8xFgkj9x9 ,18,28-905-571-3774,7011.05,AUTOMOBILE,e regular accounts. carefully regular pinto beans wake. slyly pen
69725,Customer#000069725,"7ApAF2ytw38,hG1Jak0d7a7LdcdJ",20,30-914-719-3636,7987.38,BUILDING,he ideas. dogged ideas are according to the bold pinto
69904,Customer#000069904,TlXXqPlhaVJZ,8,18-238-985-9693,5728.81,FURNITURE,foxes haggle. final packages affix slyly along the instructions. 
69971,Customer#000069971,iX18DHBVQkik4MqiOB bqgz9VR,19,29-940-266-4638,3299.64,MACHINERY,hins. requests across the carefully final packages cajole quickly against the carefully special 
69973,Customer#000069973,4j74CicuoEAsFwpiBOFgTv8kptoC3Ri,12,22-571-538-6722,6003.76,AUTOMOBILE,osits sleep carefully against the furiously bold deposits. 
70210,Customer#000070210,TG5sLdv4pw5etEnhLqT7fdSULTWMgGi1wE,1,11-102-598-1287,8030.98,MACHINERY,quests. slyly silent deposits wake fluffily according to the furiously unusual requests. express instructions are ir
70222,Customer#000070222,NERVuC5lBMWz,6,16-636-120-7337,5274.21,HOUSEHOLD,"es use carefully against the deposits. special, final accounts sleep furiously quickl"
70274,Customer#000070274,87xkrDVk3EjKJEDHR5MBLApTAnC58Zb5zVYs7zi,23,33-961-517-6138,4030.8,HOUSEHOLD,"egular platelets. final, ironic asymptotes integrate carefully according to the carefully pendi"
70405,Customer#000070405,"Y56PVf83H6 AAEph2FdT6GRpaq3G b,",15,25-715-707-2742,7641.89,FURNITURE,s use packages: requests cajole thinly pen
70442,Customer#000070442,3Q9yrJo63Bvv2,1,11-120-502-5744,7850.54,MACHINERY,"t requests-- furiously slow deposits along the unusual, unusual requests cajole furiously carefully unus"
70487,Customer#000070487,"sPq djVXZms,KIIgEUl9DTYkmASt7s",11,21-323-950-2856,2270.6,BUILDING,st fluffily ironic accounts. carefully ironic packages wake blithel
70603,Customer#000070603,"8pdsb3o,0t4P23KnwOn8U5Qmz,0tg0kqEOwdVW,",17,27-434-547-4215,5440.81,AUTOMOBILE,ses are among the quickly brave dolphins. fluffily unusual platelets about the 
70678,Customer#000070678,8W3IRwrpxOVm,20,30-891-790-5729,-910.42,MACHINERY,s serve blithely according to the carefully silent account
70756,Customer#000070756,o6ABrYYGoL9Zp2z5NcNcGi,15,25-201-248-1785,8332.53,AUTOMOBILE,its. even ideas wake quickly. quickly special deposits detect idly against the qu
70769,Customer#000070769,"wTVUwqo8maMA,NU9qmpZUFDbOs4nAP",2,12-430-779-6992,-486.55,BUILDING,y express foxes use above the furiously ironic packages.
70811,Customer#000070811,YFzZP y 9ocaKqUx4qmsGEko0Ho9nOBIKx3,5,15-586-232-2166,8216.67,FURNITURE,counts detect. furiously pending packages
70819,Customer#000070819,d8FCAPnfDhgRNsuWu3IrwdHIkpN9QFPnftH,19,29-780-675-1557,997.7,BUILDING,cial decoys wake. quietly regular excuses sleep slyly according 
70909,Customer#000070909,c3WXbfmZRGxgZJMRHyvBA IhA,0,10-638-194-9212,7780.69,AUTOMOBILE,even pearls integrate blithely above the regular frays. slyly express packages for the sl
70942,Customer#000070942,X2AdUEcBWs3r0HBBUWyJn6hwoHIpF1WYF6BQr,19,29-896-426-1916,4134.79,HOUSEHOLD,yly ironic hockey players cajole quickly
70954,Customer#000070954,I7SZpsH6YaXXWDPYlYnFP,7,17-322-761-5423,8906.64,MACHINERY,"t according to the carefully ironic requests. deposits sleep. theodolites wake slyly ironic, ironic requ"
71006,Customer#000071006,"SztW2W,KfdQRU5z0tHsz8IL",23,33-283-385-7013,5505.53,BUILDING,efully along the furiously silent packages. fluffily bold asymptotes against
71032,Customer#000071032,NPvEXjHr QT,5,15-424-931-7805,8213.37,BUILDING,", regular theodolites sleep. furiously even re"
71074,Customer#000071074,jHoLk ll JTUev7c,17,27-284-758-4918,1486.5,HOUSEHOLD, ideas impress slyly. carefully special epitaphs at the packages slee
71138,Customer#000071138,2OVCCewJ1 R,2,12-620-687-4860,1901.82,FURNITURE,l boost idle asymptotes. ironic requests are blithely tithes. request
71170,Customer#000071170,"B6Dl 7EomGC,gx3prHQkp",19,29-759-121-3811,9701.43,MACHINERY,arefully pending dolphins. enticing excuses eat carefully. carefully final pinto beans use blithely about the quickl
71212,Customer#000071212,KknHvn05xWQexEGgjVl ,24,34-874-828-2385,8970.6,FURNITURE,"lar deposits. regular, regular packages along the slyly thin accounts may nod fluffily bold accou"
71231,Customer#000071231,z22ZFcaF98KynuwZzxT6,18,28-206-361-6164,3658,HOUSEHOLD,t carefully after the carefully even deposits. furious
71279,Customer#000071279,"eUSKTFXi,z9",1,11-503-439-9405,7052.83,AUTOMOBILE, ironic deposits against the regula
71438,Customer#000071438,srL8nf2PAXRBP3J7a4HIqbTSeLLS1PIPyqnSZVJ,9,19-658-893-7389,7809.42,HOUSEHOLD,"y furiously regular dolphins. regular, special de"
71503,Customer#000071503,p7VVQhuDO0qYv9SH RCvps,4,14-958-685-7786,205.57,FURNITURE,ts are slyly. even theodolites boost carefully b
71578,Customer#000071578,y1ZSYn341QvRdfFgquZ1,19,29-987-917-4824,7727.43,HOUSEHOLD,"ccounts. bold, bold foxes sleep; slyly final accounts "
71627,Customer#000071627,qECEto EFs9,11,21-680-672-4265,7403.14,BUILDING,s. blithely sly requests will have to haggle slyly. furiously silent instructions a
71644,Customer#000071644,4QLWpmvYjtg3MT Qz9pSmuttI5V8Cj,17,27-901-489-5349,3080.26,HOUSEHOLD,ets nag regular courts. carefully pending instructions eat slyly bold ideas
71653,Customer#000071653,DRgJowJQbtNa3ag1G,0,10-548-730-4608,6919.59,FURNITURE,wake carefully. final platelets cajole blithely blithely unusual requests. bo
71668,Customer#000071668,"cTqH0sln6hRbYpu,cLiNioxLqhfHdXjJqs",11,21-299-308-4868,523.45,BUILDING,e furiously special foxes. quickly final packages cajole caref
71726,Customer#000071726,"5PqA8nrw qfDK,DE8HPWrZgN9fQR7K",15,25-767-702-1509,2536.86,AUTOMOBILE,gedly ironic gifts. instructions x-ray slyly after the fluffily unusu
71731,Customer#000071731,aY402Baklyj4Eyb,20,30-556-832-4668,4367.83,MACHINERY,lar requests affix furiously among the carefully ironic instructions. quickly ironic deposits wake. carefully reg
71779,Customer#000071779,"K HvLyfwNj1fdMOxRxa,qiO,AdMzQl",8,18-936-422-8589,1331.62,FURNITURE,ress instructions are evenly; quic
71819,Customer#000071819,sXidYmnYEJy,13,23-132-593-3180,9112.08,AUTOMOBILE,"e silent, silent foxes. ironic, even grouches across the quickly "
71872,Customer#000071872,Ll0w RSeUgZxCL,8,18-869-405-3881,3081.24,FURNITURE,"ntly regular requests are furiously special, r"
71977,Customer#000071977,C8ykfVl1gpzvsgZtpuFg IHk2qa,14,24-569-686-5075,6894.1,BUILDING,kly final excuses. blithely ironic accounts sleep across
72013,Customer#000072013,o RK0 l6zmB85lrWCiSXyLMWrr,23,33-589-520-3346,4207.62,BUILDING,osely silent theodolites. blithely pending deposits detect. slyly special ideas cajole 
72088,Customer#000072088,no1i3t3yDMVjR6byPxwOOKChz,11,21-620-897-3866,8096.92,AUTOMOBILE,"lyly regular requests. express, bold accounts promise furiously. regular, final grouches haggle. reque"
72130,Customer#000072130,"ywfGPcBAQ76Bd 9,1dJ4Nd2w1g5KA3PL9KF5",7,17-914-423-4685,9266.91,MACHINERY,pecial excuses. even foxes caj
72175,Customer#000072175,uKcNS8r3LvJf7j4zZJ,9,19-908-752-9101,4978.6,BUILDING,elets. carefully final ideas sleep slyly unusual packages. fluffily ironic inst
72200,Customer#000072200,VqZAGc89G1941FDBCAYMnf0y GD0I,14,24-103-423-7281,-232.49,MACHINERY,ss the even packages affix dolphins. blithely bold d
72244,Customer#000072244,hKoYr8cxGlLJOonXG,3,13-815-508-5869,696.74,HOUSEHOLD,lithely ironic requests. carefully even packages haggle f
72358,Customer#000072358,68OXGyRhmG3I4FCUXgUp eAidVChJ,16,26-514-165-4747,5086.75,HOUSEHOLD,fully above the final requests. pending requests are carefully entic
72436,Customer#000072436,k0slSrNlIuS8EPkE7ivc0OgfGqq04Qqbm8KfRcT,16,26-616-850-6434,1127.07,MACHINERY,ckages. carefully express requests wake fluffily instructions. carefully express asymptotes haggle carefu
72541,Customer#000072541,CHGCnWye4RAvP7glbfFQivASB,9,19-987-418-2452,6673.15,AUTOMOBILE,des the requests wake furiously against the slyly bold theodolites. final requests caj
72581,Customer#000072581,UXi6r2hOqiI6XcXEb4XE,19,29-792-201-7372,-45.66,BUILDING," regular accounts wake furiously express, final foxes. slyly regular dolphins cajole. special pinto beans cajole"
72626,Customer#000072626,OxbgNTWn3SNsH2n9SRB4Ey8hTQEZprWe,3,13-903-214-9632,15.08,AUTOMOBILE,"ng the carefully pending courts. ironic, unusual deposits sleep across the sly"
72677,Customer#000072677,"F,29JF6oM9",10,20-119-572-1314,8563.32,MACHINERY,"ss ideas nag slyly even, express realms. blithely pending w"
72697,Customer#000072697,etgHZS4EloRNSlrIS7K,19,29-334-495-6503,-499.77,HOUSEHOLD,y stealthy accounts boost slyly regular requests. special foxes dazzle
72742,Customer#000072742,HleNpr7wjkxBUmdVTILTwTVy1or9lUE,7,17-683-630-1635,8832.36,MACHINERY,cording to the final packages haggle carefully
72778,Customer#000072778,Xx Kq97by25bXjsQ40vTUFOc,17,27-994-361-4984,6263.08,BUILDING,"ges hinder. slyly pending foxes at the blithely regular pinto beans use bold, express pi"
72790,Customer#000072790,"GyKL 1fSkX588QaZG,D54KMHg",16,26-546-764-9656,3984.24,BUILDING,unusual platelets sleep fluffily about
73085,Customer#000073085,CoZdeE3KUS5LyPquxXhs04THHqPxRXph9Gj,24,34-380-179-5932,3121.15,FURNITURE,dolites boost quickly instead of
73138,Customer#000073138,4HmWMhJa3qw VP,4,14-200-822-2872,7913.81,FURNITURE,ly pending ideas wake quickly. slyly bold instructions sleep furiously special requests. quickly regula
73175,Customer#000073175,olNMWZ8bpf4JuXruihCCgi8IURq,7,17-385-669-3542,4861.8,HOUSEHOLD,"quickly final, final deposits. carefully regular packa"
73225,Customer#000073225,PzIvuF kQp00zI1VXg2wMxEMNKKxg,21,31-302-348-9970,8556.5,BUILDING,"kly. final, ironic packages wake daringly along the "
73435,Customer#000073435,W4YlNX5nqzWknBvccPSjv5EFBDosb8z,8,18-760-962-9415,338.8,BUILDING,rding to the furiously regular requests. carefull
73504,Customer#000073504,"jav6 ma8xz,sjBgR,sZVjL,LBPpzR",15,25-922-770-9337,4548.74,BUILDING,"efully ironic requests after the close, even deposits doze quickly carefully bold theodolites. even ideas wake"
73525,Customer#000073525,wTGiZ0o22thwGY16h GHJj21AG,6,16-885-548-6411,6833.77,BUILDING,eodolites play slyly requests. slyly express pa
7,Customer#000000007,TcGe5gaZNgVePxU5kRrvXBfkasDTea,18,28-190-982-9759,9561.95,AUTOMOBILE,"ainst the ironic, express theodolites. express, even pinto beans among the exp"
40,Customer#000000040,gOnGWAyhSV1ofv,3,13-652-915-8939,1335.3,BUILDING,rges impress after the slyly ironic courts. foxes are. blithely 
131,Customer#000000131,"jyN6lAjb1FtH10rMC,XzlWyCBrg75",11,21-840-210-3572,8595.53,HOUSEHOLD,jole special packages. furiously final dependencies about the furiously speci
22,Customer#000000022,"QI6p41,FNs5k7RZoCCVPUTkUdYpB",3,13-806-545-9701,591.98,MACHINERY,s nod furiously above the furiously ironic ideas. 
23,Customer#000000023,OdY W13N7Be3OC5MpgfmcYss0Wn6TKT,3,13-312-472-8245,3332.02,HOUSEHOLD,deposits. special deposits cajole slyly. fluffily special deposits about the furiously 
65,Customer#000000065,"RGT yzQ0y4l0H90P783LG4U95bXQFDRXbWa1sl,X",23,33-733-623-5267,8795.16,AUTOMOBILE,y final foxes serve carefully. theodolites are carefully. pending i
164,Customer#000000164,YDW51PBWLXLnbQlKC,4,14-565-638-9768,208.45,HOUSEHOLD,"ironic, special pinto beans. ironic"
169,Customer#000000169,NjhmHa7xrcjE,18,28-362-499-3728,4483.83,FURNITURE,fully unusual pinto beans. blithely express asymptotes lose carefully regular instructions? accounts b
172,Customer#000000172,KwgdKUL1G2WacsMNF50yX,22,32-178-964-1847,1134.4,MACHINERY,"losely regular, unusual instructions. "
176,Customer#000000176,9hBepY2uz88HlCqToOLgeU770u81FeL,13,23-432-942-8830,-375.76,FURNITURE,uriously. final requests sleep ironic packages. quickly
220,Customer#000000220,TbUHVhkttz,16,26-201-301-7371,9131.64,BUILDING," even, even accounts are. ironic "
281,Customer#000000281,x5gJ8IGm2Fo9Jigt,6,16-809-382-6446,4361.7,BUILDING,fully quiet ideas detect quickly even packages. regular instructions accor
338,Customer#000000338, aiYAeWgI0okGSJv7OgvKqMvPLhxF3blT8josX,23,33-302-620-7535,4092.49,FURNITURE,ckages nag blithely regular requests: carefully final packages between the slyly regular instructions sleep 
353,Customer#000000353,eftGCmL4b5rAKdvUe9biJXzAH,10,20-733-644-2244,3199.03,BUILDING,nal theodolites nag carefully. requests wake. slyly ironic ideas according to the blithely pe
517,Customer#000000517,mSo5eI8F4E6Kgl63nWtU84vfyQjOBg4y,10,20-475-741-4234,3959.71,FURNITURE,"al, ironic foxes. packages wake according to the pending"
565,Customer#000000565,"HCBXAou,1eP6Z3IynHFI7XmEBgu27Sx",4,14-798-211-2891,2688.88,FURNITURE,e. carefully bold deposits sleep regu
610,Customer#000000610,Fo8RfPq1kgzD 0,11,21-782-663-7023,3374.92,BUILDING,uriously final deposits against the deposits detect alongsi
616,Customer#000000616,yvUE7Qy3Ub6uGhPkuEJeOI,1,11-275-121-4443,6898.65,FURNITURE,ts. blithely bold packages sleep 
632,Customer#000000632,sUlni97rSK6DIL,3,13-310-645-6928,-487.92,MACHINERY,ld dependencies sleep slyly along the special requests. furiously regular asymptotes use furiously accounts.
670,Customer#000000670,RJtcLv6Tjpx,2,12-839-426-4266,6738.93,BUILDING,y unusual deposits are carefully regular foxes. packages dazzle carefully. furiously unusual d
691,Customer#000000691,0RkDX6OLU1hISYCLmdLD C,16,26-741-688-4189,9566.15,MACHINERY,"p. ironic, regular foxes against the ironic, special theodolites nod carefully quietly unusu"
703,Customer#000000703,ge1GEYt4ewGUiSeqBA4rNB5JhyQ92uKF,6,16-741-513-6919,3998.42,AUTOMOBILE,arefully final accounts cajole quickly blith
749,Customer#000000749,U1Dvu0r793a,24,34-158-697-9591,7491.42,MACHINERY,"accounts was. final, final requests wake. theodolites was slyly. blithely even foxes wake carefully ac"
343,Customer#000000343,ejvvSNHIkJVm8I1zpQINNn5yyJbA,3,13-877-910-5134,5521.36,HOUSEHOLD, unusual requests cajole blithely about the carefully express ideas. blithely even excuses above the pint
526,Customer#000000526,0oAVPhh1I4JdrDafVG2Z8,1,11-170-679-3115,705.93,HOUSEHOLD,ctions cajole after the furiously unusual ideas. ironic packages among the instructions are carefully carefully iro
286,Customer#000000286,7 7uVDrpkWuozyEd,22,32-274-308-4633,-109.73,HOUSEHOLD,ly special accounts haggle slyly slyly fluffy req
301,Customer#000000301,FtFq9Cgg5UAzUL,7,17-265-345-9265,9305.05,HOUSEHOLD,"ular, regular notornis sleep along the furiously pending foxes"
371,Customer#000000371,dnxjCYwhuSHx 9KX38nV0R16fG,22,32-119-346-2028,7789.14,AUTOMOBILE,"equests shall boost furiously special pinto beans. express, ironic ideas sleep across the ironi"
658,Customer#000000658,9SboxGtXimmJg49IyT3Zt,1,11-675-750-9832,4716.68,HOUSEHOLD,r ideas about the slyly ironic theodolites integrate according to 
739,Customer#000000739,pAROUfTi3wCEHi1PXu,14,24-309-302-6776,6344.18,HOUSEHOLD,ly regular accounts. blithely final theodolites sleep blithely. furiously regular decoys cajole blithely. bold de
757,Customer#000000757,VFnouow3LhLvEDy,3,13-704-408-2991,9334.82,AUTOMOBILE,riously furiously unusual asymptotes. slyly
401,Customer#000000401,"aKALIG526OK4veQfUh2KmKcE,oRyg",19,29-667-766-5291,4146.43,BUILDING,l instructions wake. slyly express deposits us
406,Customer#000000406,j1fOG9WsIr2JI6Yi9jgJ M,9,19-426-693-4043,4286.94,FURNITURE,nal foxes. unusual pinto beans wake. special excuses cajole ironic 
451,Customer#000000451,"ZJKTC1Ck,B01fYZ xdN2",20,30-939-275-3248,2110.59,HOUSEHOLD,"quests grow furiously final deposits. ironic, even pi"
491,Customer#000000491,r3zPOuenxHl0oqInxWlEyLP1ZH,0,10-856-259-7548,785.37,AUTOMOBILE," slyly special requests hang dogged, express epitaphs."
493,Customer#000000493,G dRBjxmBBug1 xRSa6VwRchFDtU5b,16,26-514-558-7246,6582.04,MACHINERY,er the furiously express excuses use above the regular accounts. regular instructions after the 
